celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD8 Naive,-5.957774495,-3.519045636
T cell,CD4 Naive,-7.728588913,4.962687209
B cell,Naive B,3.641795303,-12.44808845
T cell,CD8 Effector_1,-2.482862328,-3.690710351
T cell,CD4 Naive,-8.22335944,4.638052657
B cell,Memory B,1.904923703,-12.02683429
T cell,CD8 Naive,-6.54493079,-6.198172852
T cell,MAIT,-3.518673991,-0.402708892
B cell,Plasmablast,3.486633207,-9.315092847
Mono/DC,CD14 Mono,5.592746402,5.38265343
B cell,Plasmablast,1.304214026,-10.60907535
Mono/DC,CD14 Mono,5.908082153,2.486213163
T cell,CD8 Naive,-7.104493473,-6.911525056
Mono/DC,CD14 Mono,7.041460182,6.173586086
T cell,CD8 Effector_2,-1.940098022,-1.421105787
Mono/DC,CD14 Mono,5.648378994,4.173546031
Mono/DC,CD14 Mono,5.171744968,4.874361232
B cell,Naive B,2.840708162,-11.5392807
Progenitor cells,LMPP,6.902690555,-3.376489684
T cell,CD8 Naive,-7.591178273,-3.947335049
Progenitor cells,Prog_RBC,6.407444145,-4.304216191
T cell,CD4 Memory,-4.694560383,6.818185046
T cell,CD8 Naive,-7.560864781,-3.41789107
NK,NK,1.70261326,-4.538000867
T cell,CD8 Effector_1,0.58763298,-3.308543727
B cell,Memory B,0.978862013,-11.50024395
Mono/DC,CD14 Mono,8.586234714,5.54415007
NK,NK,1.451178695,-2.276140019
Progenitor cells,Prog_Mk,6.791733886,-3.527605578
T cell,CD4 Naive,-7.431119297,5.22158213
Mono/DC,CD14 Mono,7.402353908,3.971956447
Mono/DC,CD14 Mono,8.913186695,3.770589069
B cell,Naive B,3.47765937,-12.22735862
T cell,MAIT,-4.452221249,-0.781684682
T cell,CD8 Memory_1,-1.689577673,-1.200192734
B cell,Memory B,2.12128606,-11.58870487
T cell,CD8 Effector_1,-2.902906512,-3.713343903
T cell,CD4 Memory,-2.453182076,6.599548534
T cell,CD8 Memory_2,-2.886009072,-2.499137208
Mono/DC,cDC2,6.971712734,4.474742606
B cell,Memory B,2.245781328,-12.42245941
T cell,CD8 Naive,-7.639803265,-4.144066378
NK,NK,1.754841949,-4.119428441
T cell,CD4 Naive,-7.795850132,5.766720966
T cell,CD4 Naive,-6.58042178,6.101240829
T cell,CD8 Naive,-6.916529988,-4.901775643
T cell,CD8 Memory_2,-2.824073885,-2.634245679
B cell,Naive B,4.033567096,-10.88879375
T cell,CD4 Naive,-8.07884631,5.443321422
Mono/DC,CD14 Mono,8.096386577,5.778361038
B cell,Memory B,2.536533024,-10.44584255
Progenitor cells,Prog_B 1,6.959388878,-1.243464276
T cell,CD8 Naive,-5.402622078,-3.980960414
T cell,CD8 Naive,-7.603528832,-5.287061497
T cell,CD4 Naive,-6.850834702,6.944800094
Progenitor cells,Prog_RBC,5.928126003,-5.119523331
B cell,Naive B,3.721168901,-12.43670921
Mono/DC,CD14 Mono,6.745956089,4.615892127
B cell,Naive B,6.799654152,-3.824226662
B cell,Naive B,2.58144417,-11.43961506
T cell,CD8 Memory_1,-4.855887745,-2.079872414
T cell,CD8 Naive,-6.355863427,-5.724714562
T cell,CD4 Memory,-4.101184224,6.16436024
Mono/DC,CD14 Mono,8.375375415,6.612580016
T cell,CD8 Naive,-6.894306038,-5.838278577
B cell,Memory B,2.828320886,-12.59618931
T cell,CD4 Memory,-1.859394525,6.949859336
T cell,CD8 Naive,-6.545081471,-4.933261201
T cell,CD4 Memory,-3.449881886,6.09461613
T cell,CD4 Memory,-2.579558705,6.383422569
T cell,CD8 Naive,-7.273042534,-4.323965117
T cell,CD8 Naive,-6.47801051,-5.165058419
T cell,CD8 Memory_2,-3.413949822,-2.327827856
T cell,CD4 Naive,-8.19976363,4.614700034
T cell,CD8 Memory_1,-4.254738663,-4.453155324
T cell,CD8 Effector_2,-3.909173344,-2.900501534
T cell,CD4 Memory,-5.567585324,5.51796265
Mono/DC,CD14 Mono,6.585993911,5.369948581
B cell,Memory B,1.723944451,-11.08135681
NK,CD56 bright NK,2.300390388,-5.444675252
B cell,Naive B,3.320064689,-10.46456508
Mono/DC,CD14 Mono,5.841561939,3.840911105
Mono/DC,cDC2,6.861669685,3.750498966
Mono/DC,CD14 Mono,7.831681873,6.104317859
Mono/DC,CD14 Mono,6.982727195,5.58187218
T cell,CD4 Memory,-3.663872336,5.980979636
B cell,Naive B,4.300894882,-11.66913681
NK,CD56 bright NK,2.222090627,-5.598839089
Mono/DC,CD14 Mono,7.592912342,2.373867944
T cell,CD4 Memory,-2.990783308,6.843390182
T cell,CD4 Naive,-7.526225899,5.820329383
Mono/DC,CD14 Mono,5.027290966,0.877725437
T cell,Treg,-5.933389996,6.283954814
B cell,Memory B,1.290375497,-11.46617012
B cell,Memory B,2.536177541,-11.79940681
T cell,CD8 Naive,-7.312916134,-5.084107682
Progenitor cells,Prog_RBC,6.311034347,-5.224544331
NK,NK,1.236813094,-5.066350743
T cell,CD8 Naive,-7.370540474,-5.154614732
T cell,CD4 Memory,-2.296420906,7.050514415
T cell,CD8 Effector_1,-3.705664013,-3.050594851
Mono/DC,CD14 Mono,6.776868488,5.982021049
Progenitor cells,GMP,7.300608303,1.176345065
T cell,CD4 Naive,-6.66750512,4.739857868
T cell,CD4 Naive,-7.9330667,5.315061286
B cell,Naive B,2.803477432,-11.59111957
B cell,Naive B,0.768323864,-9.544615552
Mono/DC,pDC,7.106875087,0.664886311
B cell,Naive B,3.063595201,-10.63608436
T cell,CD4 Naive,-6.939205025,4.193457797
T cell,CD8 Naive,-7.819466446,-4.155844018
B cell,Naive B,3.362347747,-10.84760551
T cell,CD4 Naive,-8.564419125,5.581802085
T cell,CD4 Naive,-7.404897068,5.769921497
B cell,Memory B,0.43411618,-10.82580356
B cell,Memory B,1.91627958,-12.33065014
T cell,CD4 Memory,-4.206056927,5.213453487
Mono/DC,CD14 Mono,5.77937379,3.994334892
T cell,CD8 Naive,-7.727094982,-4.486836716
Mono/DC,CD14 Mono,7.987989093,4.133296684
Mono/DC,CD14 Mono,6.687544967,3.876337245
B cell,Naive B,2.659223224,-10.78422146
Mono/DC,CD14 Mono,7.212234165,5.616787627
T cell,MAIT,-4.481440399,-0.464888759
B cell,Naive B,3.33459654,-12.0172985
T cell,CD8 Naive,-7.125056122,-6.856497094
T cell,MAIT,-4.330243443,0.031170502
T cell,CD4 Memory,-3.656018589,3.629144862
Mono/DC,CD14 Mono,5.689374591,5.414118484
T cell,CD8 Naive,-6.449478482,-6.115276143
T cell,CD8 Naive,-6.594802712,-5.148427769
B cell,Memory B,2.837206985,-11.02280407
T cell,CD8 Effector_2,-3.912265633,-3.579626605
Mono/DC,CD14 Mono,7.56394067,3.898157314
T cell,CD8 Memory_1,-5.653151844,-3.764053151
Mono/DC,CD14 Mono,8.085441257,5.929445937
T cell,CD4 Naive,-8.756367062,6.398765758
Mono/DC,CD14 Mono,5.758859779,3.691491321
T cell,CD8 Naive,-6.790330742,-3.606638238
Mono/DC,CD14 Mono,8.028391506,4.617004112
T cell,CD4 Memory,-3.634016608,6.330191329
T cell,CD4 Naive,-4.809332703,6.019801334
B cell,Naive B,3.269576933,-11.47038726
Progenitor cells,HSC,4.981610443,-0.474476218
Mono/DC,CD16 Mono,8.125710155,2.755066589
B cell,Naive B,2.88069358,-10.5007246
Progenitor cells,Prog_RBC,6.085006382,-5.388300702
B cell,Memory B,2.295165207,-12.27584533
B cell,Naive B,2.721632387,-11.26534156
T cell,CD4 Naive,-4.670491551,3.012860015
T cell,CD4 Naive,-6.688186024,5.794439986
B cell,Naive B,3.731249715,-12.385783
Mono/DC,CD16 Mono,8.569924976,1.648768142
Mono/DC,CD14 Mono,7.213954593,5.440022186
B cell,Memory B,2.885573293,-12.41230087
T cell,CD4 Naive,-6.15975747,5.255190089
T cell,CD4 Naive,-6.057427739,5.691899493
T cell,CD4 Naive,-6.918421124,5.679495528
T cell,CD8 Naive,-6.125187729,-5.677757546
Mono/DC,CD14 Mono,7.874806072,4.96146746
Mono/DC,CD14 Mono,7.628135349,6.220350936
T cell,CD4 Memory,-2.999103163,5.714363292
T cell,CD8 Naive,-6.280504559,-5.864005372
Mono/DC,CD14 Mono,5.848377372,5.587115958
T cell,CD8 Naive,-6.183108185,-5.37373285
B cell,Naive B,3.531762745,-12.01782684
T cell,CD8 Naive,-7.610471581,-4.559320733
Mono/DC,CD14 Mono,8.546716358,6.250431255
T cell,CD8 Naive,-7.192221974,-3.742794797
T cell,CD8 Effector_1,-4.469092224,-2.910905167
NK,NK,1.735585596,-3.946219489
Mono/DC,CD14 Mono,7.934670593,5.301911071
Mono/DC,CD14 Mono,3.618901636,1.264385298
Mono/DC,CD14 Mono,6.956343319,6.348265365
T cell,CD4 Memory,-2.764755104,5.138455108
B cell,Naive B,3.672631408,-10.79262714
T cell,CD4 Naive,-8.331809376,5.11461325
T cell,CD4 Naive,-9.108252858,6.642439559
T cell,CD4 Naive,-5.892563675,5.476268485
T cell,CD4 Naive,-8.171032284,5.70082207
T cell,CD4 Naive,-7.726559971,6.596262649
Mono/DC,CD14 Mono,7.946260597,4.956919387
T cell,gdT,-3.365645979,-0.334494466
Progenitor cells,GMP,4.198142673,0.940315917
Mono/DC,CD14 Mono,6.743931438,6.120924667
T cell,CD4 Naive,-7.342922066,4.998970226
T cell,CD4 Memory,-3.779917572,6.462593749
Mono/DC,CD14 Mono,6.414387848,4.178931907
T cell,CD8 Naive,-7.02868018,-6.633221432
T cell,CD8 Naive,-6.372191285,-6.14681606
Mono/DC,CD14 Mono,7.28350177,4.994537071
T cell,CD8 Naive,-5.883416985,-4.874436185
T cell,MAIT,-4.552472447,-0.799829408
B cell,Memory B,2.116944219,-10.87397079
T cell,CD4 Memory,-2.536305998,5.404663757
Mono/DC,CD14 Mono,7.854294922,4.629582599
Mono/DC,CD14 Mono,5.698033001,4.926001266
B cell,Naive B,2.514758732,-12.02625255
Mono/DC,CD14 Mono,7.487728264,6.080779746
Mono/DC,cDC2,5.918991233,4.280790523
Progenitor cells,Prog_RBC,5.704226638,-5.564894959
T cell,CD4 Naive,-6.103520249,4.25407286
T cell,CD4 Naive,-6.923905228,5.696109012
Progenitor cells,LMPP,6.910010959,-2.3802443
T cell,CD8 Naive,-6.828721855,-5.507729336
Progenitor cells,Prog_DC,7.044003154,0.984253124
T cell,CD4 Memory,-2.276522492,5.154687122
B cell,Naive B,3.544036295,-11.37950592
T cell,CD8 Naive,-7.833016728,-5.377689645
T cell,CD4 Naive,-7.208335732,6.189861491
Mono/DC,CD14 Mono,7.79459634,6.050540164
T cell,CD8 Effector_1,-4.208685253,-3.004247472
NK,NK,1.687323596,-4.517444417
T cell,gdT,-3.496322487,-0.127454877
T cell,CD8 Naive,-7.093187188,-6.716929242
T cell,CD4 Naive,-7.386583184,4.455712989
T cell,CD4 Naive,-9.172691677,5.741171077
NK,NK,0.834398295,-3.761872575
Mono/DC,CD14 Mono,6.720385696,5.037819103
Mono/DC,CD14 Mono,5.892873432,6.217530921
T cell,CD8 Memory_1,-4.526297901,-1.933689877
NK,NK,1.010277058,-4.786560818
T cell,CD8 Memory_2,-2.552602862,-2.18316929
T cell,CD4 Naive,-7.607717846,4.926884368
T cell,CD4 Naive,-6.808919762,5.918864444
T cell,CD4 Memory,-4.373891209,5.782829955
Mono/DC,CD14 Mono,7.742509033,5.64053078
Mono/DC,CD14 Mono,5.327240135,4.395325378
T cell,CD4 Naive,-7.994156216,5.683221534
T cell,CD4 Memory,-2.586087797,6.230230048
T cell,CD4 Memory,-2.532178734,5.952541068
Mono/DC,CD14 Mono,8.118794109,6.709839061
NK,NK,0.587520982,-3.506798312
T cell,CD4 Memory,-3.817477082,6.086657241
B cell,Memory B,1.974695708,-12.38067131
Progenitor cells,Prog_RBC,6.582610752,-4.146562859
T cell,CD8 Naive,-7.699300621,-5.318959042
NK,NK,0.873770858,-3.763945624
Mono/DC,CD14 Mono,8.277304317,6.158927158
B cell,Memory B,2.889144088,-12.12087135
Mono/DC,CD14 Mono,6.978257801,2.560599998
Mono/DC,CD16 Mono,7.821810867,2.112750963
T cell,CD4 Memory,-4.654601429,5.390906051
T cell,CD4 Naive,-7.884870861,6.852978423
T cell,Treg,-5.875141476,6.360954002
T cell,CD4 Naive,-7.743912075,5.744795516
T cell,CD4 Memory,-4.363951062,5.776785091
Mono/DC,CD14 Mono,8.315399791,4.492177203
B cell,Memory B,2.677382375,-11.59937744
T cell,CD8 Naive,-6.327226017,-5.151874348
T cell,CD4 Memory,-3.472638224,4.847006038
Mono/DC,CD14 Mono,5.916806366,3.535119966
T cell,Treg,-6.194528435,6.429964259
Mono/DC,CD16 Mono,8.682983066,1.134129718
T cell,CD4 Memory,-4.328729485,6.150823787
T cell,CD4 Memory,-2.679936026,6.456604198
T cell,CD8 Naive,-6.114315365,-5.680754468
T cell,CD4 Naive,-6.47720847,4.299060539
Mono/DC,cDC2,6.462562706,2.099041656
T cell,CD4 Memory,-3.550845478,6.581935123
Mono/DC,CD14 Mono,7.435946132,4.251483634
Mono/DC,CD14 Mono,7.233743812,6.523750499
Mono/DC,CD14 Mono,8.49027219,5.330976203
Mono/DC,CD14 Mono,8.160640384,4.788886264
T cell,gdT,-3.457148407,-0.352752073
T cell,CD4 Naive,-7.624631737,6.06695576
NK,NK,1.429315712,-4.475997731
B cell,Naive B,3.33249345,-11.39347152
T cell,CD4 Naive,-8.255694722,5.910307124
Mono/DC,CD14 Mono,3.73486128,1.427043274
T cell,CD8 Naive,-7.001475666,-3.46106033
Mono/DC,CD14 Mono,6.911599304,4.090526775
T cell,CD4 Naive,-7.741324757,6.593236163
T cell,CD8 Naive,-6.326801155,-5.531552598
NK,NK,2.098633434,-4.710416123
T cell,CD4 Naive,-7.358085011,6.560603812
Mono/DC,CD14 Mono,7.144809391,4.719534591
T cell,CD4 Naive,-4.248106812,3.158169702
T cell,CD4 Naive,-4.704415654,5.56546326
T cell,CD8 Effector_1,-7.119618748,-3.984294936
T cell,CD4 Naive,-6.084348057,5.132518962
B cell,Naive B,3.282666351,-11.34342842
Mono/DC,CD14 Mono,6.661455776,6.031726554
Mono/DC,CD14 Mono,6.731110241,5.417341903
B cell,Naive B,4.460074569,-12.0538929
Mono/DC,CD14 Mono,7.619500305,2.62727876
Progenitor cells,Prog_RBC,6.552935268,-2.738379523
T cell,CD4 Memory,-4.135093544,6.207619861
T cell,CD8 Memory_2,-3.400716875,-2.146443888
T cell,CD8 Effector_1,-4.57594714,-3.7741981
NK,CD56 bright NK,2.112433101,-5.214523598
Mono/DC,CD14 Mono,5.010319854,0.738308624
T cell,CD8 Naive,-6.30240712,-5.633667752
Mono/DC,CD14 Mono,6.27367511,5.424609855
T cell,CD4 Memory,-3.422972058,5.948864654
Progenitor cells,Prog_DC,4.338809158,0.911195472
T cell,CD4 Naive,-7.899613713,5.328904823
T cell,CD4 Naive,-5.878480767,4.244167522
Mono/DC,CD14 Mono,8.311552669,6.312234596
Mono/DC,CD14 Mono,6.955629493,4.088782504
T cell,CD8 Effector_2,-4.068655823,-2.785903975
T cell,CD4 Memory,-1.912833188,7.087609485
T cell,CD4 Naive,-7.038431023,5.04298611
T cell,CD4 Naive,-6.643492554,5.51573439
T cell,CD4 Naive,-4.526894425,2.980969146
T cell,CD8 Naive,-7.02080283,-3.475479647
Mono/DC,CD14 Mono,6.47617593,6.475052551
T cell,CD4 Naive,-7.293183659,2.176279023
T cell,CD4 Naive,-6.81339011,5.276967719
T cell,CD4 Naive,-8.160593365,4.994135574
T cell,CD4 Naive,-4.798698758,3.727589324
B cell,Memory B,1.653328206,-11.58311824
NK,NK,1.53729346,-4.852952763
T cell,CD8 Effector_2,-4.093729828,-2.797385499
Progenitor cells,Prog_DC,6.943991329,-0.823006227
Mono/DC,CD14 Mono,7.945483352,6.550273612
T cell,CD8 Naive,-6.843254898,-5.068720624
T cell,CD4 Naive,-5.994402741,4.225294307
B cell,Memory B,2.727857496,-11.78375415
T cell,CD4 Naive,-7.540030812,6.83576794
Mono/DC,CD14 Mono,7.284626629,3.480353549
Mono/DC,CD14 Mono,5.63350692,5.968363956
T cell,CD4 Memory,-3.341636513,6.154692844
Mono/DC,CD14 Mono,6.347324039,3.783322051
Mono/DC,CD14 Mono,5.611149933,5.041034416
Mono/DC,CD14 Mono,8.453891422,5.390679553
T cell,CD8 Naive,-6.827332352,-5.536533162
Progenitor cells,Prog_DC,4.074582245,1.141014174
T cell,MAIT,-4.240686749,-0.730902836
T cell,CD4 Memory,-3.340068434,3.763686851
T cell,CD8 Naive,-6.743375634,-6.338439748
T cell,CD4 Naive,-8.042879437,5.011094287
B cell,Memory B,2.768744375,-11.04005794
NK,NK,1.969559099,-5.890891358
B cell,Naive B,3.548109438,-12.56104927
Mono/DC,CD14 Mono,8.844914104,4.805988506
NK,NK,1.251143362,-3.363438412
T cell,CD4 Memory,-3.37508211,6.130015567
T cell,CD4 Naive,-6.259809826,4.492576316
Mono/DC,CD14 Mono,5.539934303,5.276034549
B cell,Memory B,2.830340768,-12.11803131
T cell,CD4 Naive,-7.002179478,5.970291332
T cell,CD4 Naive,-8.588588093,6.25257273
Progenitor cells,Prog_DC,5.319411422,0.421232298
T cell,CD4 Memory,-4.232911919,6.413865283
Mono/DC,CD14 Mono,6.966430332,5.689945892
T cell,CD8 Naive,-8.035599087,-5.69383268
B cell,Naive B,4.033009197,-11.64904575
T cell,CD8 Naive,-6.141434048,5.240803912
Mono/DC,CD14 Mono,6.252176906,3.140548423
T cell,CD4 Memory,-6.347303723,4.874855235
Mono/DC,CD14 Mono,6.567118313,5.182605937
T cell,CD8 Memory_2,-2.49327216,-2.692249104
T cell,CD8 Naive,-6.602061604,-4.251238629
T cell,CD8 Naive,-5.990376805,-5.138535306
T cell,CD4 Naive,-7.128800248,5.749698833
T cell,CD4 Memory,-2.166735743,5.98941727
Mono/DC,CD14 Mono,6.770947124,5.704531863
B cell,Naive B,3.278587248,-11.22209816
T cell,CD8 Naive,-6.39484105,-5.343319699
Mono/DC,CD14 Mono,6.393807079,3.540625051
Mono/DC,CD14 Mono,7.457556392,6.224566177
Progenitor cells,Prog_RBC,6.334169532,-4.455858514
B cell,Memory B,1.720167662,-12.23226337
Mono/DC,CD14 Mono,6.798012401,6.629764751
B cell,Naive B,4.014049675,-10.89233284
Mono/DC,CD14 Mono,7.037522937,5.886253074
Progenitor cells,Prog_RBC,-2.150545691,7.054027751
T cell,CD4 Memory,-2.547383164,5.368013576
T cell,CD4 Memory,-4.577129219,5.444404319
Progenitor cells,Prog_DC,6.263562347,2.141758159
T cell,CD4 Naive,-5.547080849,6.122716144
B cell,Naive B,2.961502697,-10.87678032
B cell,Naive B,3.843634035,-11.01937275
T cell,CD4 Naive,-8.137037609,6.77419062
Mono/DC,CD14 Mono,6.784808304,6.457655147
T cell,CD4 Naive,-7.309414719,1.540405467
T cell,CD8 Naive,-5.817427014,-4.231008097
T cell,CD8 Effector_1,-4.155056809,-2.267775223
B cell,Memory B,2.222595121,-11.96914272
T cell,CD4 Naive,-6.92586026,1.690757468
T cell,CD4 Naive,-7.221627091,6.255605415
Mono/DC,CD14 Mono,6.905194904,6.01169987
T cell,CD4 Naive,-6.359410141,4.674853042
B cell,Memory B,2.92657962,-12.18716697
T cell,CD4 Memory,-2.334175442,5.968593314
T cell,CD8 Naive,-7.009903763,-6.548219964
T cell,CD8 Naive,-6.259346817,-5.078730866
T cell,CD8 Memory_2,-2.870143269,-2.575568721
NK,NK,1.556837465,-4.429714963
B cell,Memory B,3.191228534,-12.27020912
T cell,CD4 Memory,-2.091302012,5.363270477
T cell,CD4 Memory,-2.653033112,5.141034797
T cell,CD8 Memory_2,-2.443296765,-2.742530629
T cell,Treg,-3.790209149,6.761849597
T cell,CD8 Naive,-6.898693894,-4.202325865
T cell,CD4 Naive,-7.081632946,4.771912292
T cell,CD4 Memory,-2.602401589,5.111715987
B cell,Memory B,2.737318422,-11.67045002
T cell,MAIT,-4.177180146,-0.52108483
T cell,CD4 Memory,-3.330986594,6.82252951
Progenitor cells,Prog_RBC,6.64627948,-4.712387845
T cell,CD8 Naive,-6.455572937,-4.766958997
Mono/DC,CD14 Mono,7.855530883,5.457314685
Mono/DC,CD16 Mono,6.997102882,1.200438336
T cell,CD8 Effector_1,-4.551767681,-4.801047608
NK,NK,1.133393432,-4.654161736
B cell,Naive B,2.510368492,-11.28141765
Mono/DC,CD14 Mono,7.680085804,4.974558547
T cell,CD8 Naive,-7.293519829,-4.857394025
Mono/DC,CD14 Mono,6.299534942,5.6634285
Progenitor cells,Prog_DC,6.450763847,1.559937075
T cell,CD4 Naive,-8.273669575,4.820070461
B cell,Naive B,3.366961862,-11.90559082
T cell,CD8 Effector_1,-2.9270514,-3.641020819
Mono/DC,CD14 Mono,3.667000915,1.249864534
Mono/DC,CD14 Mono,7.227204467,6.625745014
B cell,Memory B,1.322774555,-11.94381027
B cell,Naive B,3.892595913,-11.25361328
B cell,Naive B,4.357733871,-12.27930908
T cell,CD4 Memory,-1.554293011,6.463008598
Mono/DC,CD14 Mono,5.232472088,4.83542271
Progenitor cells,Prog_Mk,6.398303177,-3.982795045
T cell,gdT,-3.832902764,-0.073416427
Progenitor cells,GMP,7.033520843,1.741942123
T cell,CD8 Memory_1,-4.116560315,-3.779888198
Mono/DC,CD14 Mono,7.258677627,6.213207916
T cell,CD4 Naive,-7.035346363,5.520601466
Mono/DC,CD14 Mono,6.763276245,4.361013606
T cell,CD8 Naive,-6.365795468,-5.74907808
NK,NK,1.170589592,-4.857299134
Mono/DC,CD14 Mono,5.900449897,3.209320739
T cell,CD8 Naive,-7.942908619,-5.204243943
T cell,Treg,-3.633093689,5.055372432
T cell,CD4 Naive,-7.761738633,5.628377155
T cell,MAIT,-3.574353789,-0.180632114
Mono/DC,CD14 Mono,7.447299148,5.130996898
T cell,CD4 Memory,-3.521389101,5.758308605
T cell,CD4 Naive,-8.377904271,6.484722808
T cell,CD4 Memory,-4.233248566,6.055916503
Progenitor cells,GMP,7.380742695,2.9299099
T cell,CD4 Naive,-6.479241227,5.148683742
B cell,Naive B,3.342421915,-11.1653841
Progenitor cells,LMPP,6.474954273,-1.544857666
T cell,CD8 Naive,-7.033349369,-4.366755292
Mono/DC,CD14 Mono,6.244997169,5.535353378
T cell,MAIT,-4.449687813,-0.521104976
T cell,CD4 Memory,-5.105747078,5.7538497
Mono/DC,CD14 Mono,8.006903793,5.11851807
Mono/DC,CD14 Mono,8.375342991,3.380804017
T cell,CD4 Naive,-7.618009899,4.904173091
T cell,CD4 Memory,-4.236690377,6.345073417
B cell,Naive B,3.36357012,-11.04817371
Mono/DC,CD14 Mono,7.131986286,4.894447997
T cell,CD4 Naive,-7.496329163,5.658639148
Mono/DC,CD14 Mono,6.039344455,2.865542129
T cell,CD4 Memory,-2.848778103,5.028747752
Mono/DC,CD14 Mono,5.906308796,4.941243366
Mono/DC,cDC2,8.472883846,3.509282306
Mono/DC,CD14 Mono,6.96465459,5.836406902
T cell,CD4 Naive,-8.279327725,4.605793193
T cell,CD4 Memory,-3.749799345,4.011513427
T cell,CD4 Naive,-8.781257962,5.372456744
Mono/DC,CD14 Mono,6.861041214,4.537937835
B cell,Naive B,2.802701379,-10.70471553
T cell,CD4 Naive,-7.076143597,4.838358596
T cell,CD4 Memory,-2.335227345,7.037677482
B cell,Plasmablast,2.670231487,-9.657683179
NK,NK,0.623480167,-3.602941081
T cell,CD4 Memory,-2.357906435,5.828310207
Mono/DC,CD14 Mono,6.078990127,3.722495273
T cell,CD4 Naive,-6.074188088,4.69179745
Mono/DC,CD14 Mono,6.708364154,3.580182985
T cell,CD8 Naive,-6.693705891,-4.651628777
Mono/DC,CD14 Mono,8.837105419,5.732414439
Mono/DC,CD14 Mono,9.096518184,5.349898055
T cell,CD4 Naive,-4.650394772,3.246920064
Mono/DC,CD14 Mono,7.798822548,4.945015624
Mono/DC,CD14 Mono,5.967225219,3.342259839
NK,NK,2.065349247,-4.679572865
T cell,CD4 Naive,-6.374495362,4.560061172
Progenitor cells,GMP,8.669024135,4.009137824
B cell,Naive B,3.560827638,-11.88434868
T cell,gdT,-4.173049305,-0.554315358
T cell,CD8 Memory_2,-3.498607252,-1.711840555
Mono/DC,cDC2,5.899883415,3.247863248
Mono/DC,CD14 Mono,8.708986904,6.047282413
NK,NK,1.07485738,-4.407988831
T cell,CD4 Memory,-3.649778698,5.727884963
T cell,CD8 Naive,-6.75595269,-5.835087582
Mono/DC,CD14 Mono,7.058862831,5.462898925
T cell,CD8 Naive,-6.988535736,-3.751706406
B cell,Naive B,3.928642894,-11.89827041
